No,grade,Marbling,Color,Texture,Surface_Moisture,Total,image_path
35,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000035.jpg
38,등심1++,8.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000038.jpg
39,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000039.jpg
40,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000040.jpg
41,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000041.jpg
42,등심1++,6.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000042.jpg
43,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000043.jpg
44,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000044.jpg
45,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000045.jpg
46,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000046.jpg
48,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000048.jpg
49,등심1++,8.0,6.0,6.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000049.jpg
50,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000050.jpg
51,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000051.jpg
53,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000053.jpg
54,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000054.jpg
55,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000055.jpg
57,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000057.jpg
58,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000058.jpg
59,등심1++,6.0,6.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000059.jpg
60,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000060.jpg
61,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000061.jpg
63,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000063.jpg
64,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000064.jpg
65,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000065.jpg
67,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000067.jpg
68,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000068.jpg
69,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000069.jpg
71,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000071.jpg
72,등심1++,2.0,4.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000072.jpg
73,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000073.jpg
74,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000074.jpg
75,등심1++,6.0,8.0,6.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000075.jpg
76,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000076.jpg
77,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000077.jpg
78,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000078.jpg
79,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000079.jpg
82,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000082.jpg
84,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000084.jpg
86,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000086.jpg
87,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000087.jpg
88,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000088.jpg
90,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000090.jpg
91,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000091.jpg
92,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000092.jpg
93,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000093.jpg
95,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000095.jpg
96,등심1++,6.0,10.0,6.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000096.jpg
98,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000098.jpg
102,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000102.jpg
103,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000103.jpg
104,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000104.jpg
105,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000105.jpg
106,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000106.jpg
107,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000107.jpg
108,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000108.jpg
110,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000110.jpg
111,등심1++,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000111.jpg
112,등심1++,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000112.jpg
114,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000114.jpg
115,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000115.jpg
116,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000116.jpg
117,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000117.jpg
118,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000118.jpg
119,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000119.jpg
120,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000120.jpg
121,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000121.jpg
122,등심1++,6.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000122.jpg
123,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000123.jpg
124,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000124.jpg
128,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000128.jpg
130,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000130.jpg
131,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000131.jpg
132,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000132.jpg
133,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000133.jpg
134,등심1++,8.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000134.jpg
135,등심1++,6.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000135.jpg
136,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000136.jpg
137,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000137.jpg
138,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000138.jpg
139,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000139.jpg
141,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000141.jpg
142,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000142.jpg
143,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000143.jpg
144,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000144.jpg
145,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000145.jpg
146,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000146.jpg
147,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000147.jpg
148,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000148.jpg
150,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000150.jpg
151,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000151.jpg
152,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000152.jpg
153,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000153.jpg
154,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000154.jpg
155,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000155.jpg
156,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000156.jpg
157,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000157.jpg
158,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000158.jpg
161,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000161.jpg
162,등심1++,8.0,10.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000162.jpg
163,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000163.jpg
164,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000164.jpg
165,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000165.jpg
166,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000166.jpg
168,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000168.jpg
169,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000169.jpg
170,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000170.jpg
172,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000172.jpg
173,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000173.jpg
174,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000174.jpg
175,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000175.jpg
176,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000176.jpg
177,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000177.jpg
178,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000178.jpg
179,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000179.jpg
180,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000180.jpg
181,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000181.jpg
182,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000182.jpg
183,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000183.jpg
184,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000184.jpg
185,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000185.jpg
187,등심1++,6.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000187.jpg
188,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000188.jpg
189,등심1++,6.0,6.0,4.0,8.0,4.0,dataset/meat_dataset/등심1++/등심1++_000189.jpg
190,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000190.jpg
191,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000191.jpg
192,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000192.jpg
194,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000194.jpg
195,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000195.jpg
196,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000196.jpg
197,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000197.jpg
198,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000198.jpg
202,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000202.jpg
203,등심1++,8.0,6.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000203.jpg
204,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000204.jpg
205,등심1++,6.0,8.0,6.0,8.0,6.0,dataset/meat_dataset/등심1++/등심1++_000205.jpg
206,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000206.jpg
207,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000207.jpg
208,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000208.jpg
209,등심1++,2.0,4.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000209.jpg
213,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000213.jpg
214,등심1++,8.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000214.jpg
216,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000216.jpg
217,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000217.jpg
218,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000218.jpg
219,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000219.jpg
220,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000220.jpg
221,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000221.jpg
222,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000222.jpg
223,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000223.jpg
225,등심1++,10.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000225.jpg
226,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000226.jpg
227,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000227.jpg
228,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000228.jpg
229,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000229.jpg
230,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000230.jpg
232,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000232.jpg
233,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000233.jpg
234,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000234.jpg
235,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000235.jpg
236,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000236.jpg
237,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000237.jpg
238,등심1++,10.0,6.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000238.jpg
239,등심1++,4.0,6.0,4.0,8.0,4.0,dataset/meat_dataset/등심1++/등심1++_000239.jpg
240,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000240.jpg
241,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000241.jpg
242,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000242.jpg
243,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000243.jpg
244,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000244.jpg
247,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000247.jpg
248,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000248.jpg
249,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000249.jpg
250,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000250.jpg
251,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000251.jpg
256,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000256.jpg
257,등심1++,4.0,6.0,6.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000257.jpg
258,등심1++,8.0,8.0,4.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000258.jpg
259,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000259.jpg
261,등심1++,6.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000261.jpg
262,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000262.jpg
263,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000263.jpg
266,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000266.jpg
267,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000267.jpg
268,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000268.jpg
269,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000269.jpg
270,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000270.jpg
272,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000272.jpg
273,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000273.jpg
274,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000274.jpg
276,등심1++,8.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000276.jpg
278,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000278.jpg
279,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000279.jpg
280,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000280.jpg
281,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000281.jpg
282,등심1++,6.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000282.jpg
283,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000283.jpg
285,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000285.jpg
287,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000287.jpg
288,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000288.jpg
289,등심1++,8.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000289.jpg
290,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000290.jpg
291,등심1++,8.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000291.jpg
292,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000292.jpg
293,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000293.jpg
294,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000294.jpg
295,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000295.jpg
296,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000296.jpg
297,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000297.jpg
298,등심1++,2.0,6.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000298.jpg
299,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000299.jpg
300,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000300.jpg
301,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000301.jpg
302,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000302.jpg
303,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000303.jpg
304,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000304.jpg
305,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000305.jpg
306,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000306.jpg
309,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000309.jpg
310,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000310.jpg
311,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000311.jpg
312,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000312.jpg
313,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000313.jpg
315,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000315.jpg
316,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000316.jpg
317,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000317.jpg
