No,grade,Marbling,Color,Texture,Surface_Moisture,Total,image_path
76,등심1+,7.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(84).JPG
77,등심1++,9.0,8.0,5.0,5.0,9.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(85).JPG
78,등심1+,8.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(86).JPG
79,등심1,7.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(87).JPG
80,등심2,8.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(88).JPG
81,등심1+,8.0,10.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(89).JPG
82,등심1+,8.0,9.0,5.0,5.0,9.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(90).JPG
83,등심2,2.0,9.0,5.0,5.0,2.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(91).JPG
84,등심2,2.0,9.0,5.0,5.0,2.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(92).JPG
85,등심1++,8.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(93).JPG
86,등심1+,8.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(95).JPG
87,등심1++,9.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(96).JPG
88,등심1++,10.0,6.0,5.0,5.0,10.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(97).JPG
89,등심1+,8.0,8.0,5.0,5.0,7.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(98).JPG
90,등심1+,8.0,8.0,5.0,5.0,7.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(99).JPG
91,등심1++,8.0,7.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(100).JPG
92,등심1,8.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(101).JPG
93,등심1+,8.0,8.0,5.0,5.0,7.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(102).JPG
94,등심1++,9.0,7.0,5.0,5.0,9.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(103).JPG
95,등심1++,10.0,8.0,5.0,5.0,9.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(104).JPG
96,등심1+,9.0,9.0,5.0,5.0,9.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(106).JPG
97,등심1,8.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240904/240904_개체사진/240904_(107).JPG
98,등심1++,9.0,7.0,6.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(1).JPG
99,등심1+,7.0,7.0,5.0,6.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(2).JPG
100,등심1+,7.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(3).JPG
101,등심1+,7.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(4).JPG
102,등심1++,7.0,7.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(5).JPG
103,등심1++,8.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(6).JPG
104,등심1++,9.0,7.0,6.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(7).JPG
105,등심1,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(8).JPG
106,등심1+,7.0,7.0,6.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(9).JPG
107,등심2,5.0,8.0,6.0,4.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(10).JPG
108,등심2,5.0,7.0,6.0,5.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(11).JPG
109,등심2,6.0,8.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(12).JPG
110,등심2,6.0,8.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(13).JPG
111,등심2,5.0,8.0,6.0,5.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(14).JPG
112,등심1+,7.0,8.0,6.0,4.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(15).JPG
113,등심1++,9.0,6.0,5.0,6.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(16).JPG
114,등심1+,7.0,9.0,6.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(17).JPG
115,등심1+,8.0,7.0,5.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(18).JPG
116,등심1++,9.0,8.0,5.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(19).JPG
117,등심1++,9.0,6.0,5.0,6.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(20).JPG
118,등심1+,8.0,8.0,5.0,6.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(21).JPG
119,등심1+,8.0,8.0,5.0,6.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(22).JPG
120,등심1+,8.0,8.0,5.0,6.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(23).JPG
121,등심2,6.0,6.0,5.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(24).JPG
122,등심1+,8.0,9.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(25).JPG
123,등심1++,9.0,5.0,6.0,6.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(26).JPG
124,등심1+,8.0,5.0,6.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(27).JPG
125,등심1++,9.0,9.0,5.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(28).JPG
126,등심1+,8.0,8.0,5.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(29).JPG
127,등심1++,9.0,8.0,5.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(30).JPG
128,등심1+,7.0,6.0,5.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(31).JPG
129,등심1+,8.0,9.0,7.0,4.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(32).JPG
130,등심1+,8.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(33).JPG
131,등심1++,8.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(34).JPG
132,등심1+,8.0,7.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(35).JPG
133,등심1++,9.0,7.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(36).JPG
134,등심1+,7.0,6.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(37).JPG
135,등심1,6.0,6.0,5.0,6.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(38).JPG
136,등심1,6.0,6.0,5.0,6.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(39).JPG
137,등심2,5.0,8.0,6.0,5.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(40).JPG
138,등심1++,8.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(41).JPG
139,등심1++,9.0,5.0,5.0,6.0,10.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(42).JPG
140,등심1+,8.0,9.0,6.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(43).JPG
141,등심1++,9.0,9.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(44).JPG
142,등심1,6.0,6.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(45).JPG
143,등심1+,8.0,7.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(46).JPG
144,등심1+,6.0,6.0,5.0,6.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(47).JPG
145,등심1+,8.0,6.0,6.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(48).JPG
146,등심1,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(49).JPG
147,등심2,4.0,9.0,7.0,4.0,4.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(50).JPG
148,등심1,6.0,8.0,7.0,6.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(51).JPG
149,등심1++,10.0,7.0,5.0,5.0,10.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(52).JPG
150,등심1+,8.0,6.0,4.0,7.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(53).JPG
151,등심1,5.0,9.0,6.0,4.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(54).JPG
152,등심1,7.0,6.0,5.0,6.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(55).JPG
153,등심1++,9.0,6.0,5.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(56).JPG
154,등심1+,8.0,9.0,5.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(57).JPG
155,등심1++,9.0,8.0,6.0,5.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(58).JPG
156,등심1,6.0,7.0,5.0,6.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(59).JPG
157,등심1+,7.0,6.0,6.0,4.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(60).JPG
158,등심1+,7.0,6.0,6.0,4.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(61).JPG
159,등심1+,7.0,8.0,6.0,4.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(62).JPG
160,등심1++,8.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(63).JPG
161,등심1+,7.0,8.0,5.0,6.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(64).JPG
162,등심1,6.0,7.0,5.0,6.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(65).JPG
163,등심1+,8.0,6.0,5.0,6.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(66).JPG
164,등심1+,7.0,8.0,5.0,4.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(67).JPG
165,등심1+,9.0,8.0,5.0,4.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(68).JPG
166,등심1+,7.0,6.0,6.0,4.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(69).JPG
167,등심1+,7.0,7.0,6.0,4.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(70).JPG
168,등심1+,6.0,7.0,5.0,6.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(71).JPG
169,등심1+,7.0,8.0,5.0,4.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(72).JPG
170,등심1++,8.0,8.0,5.0,4.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(73).JPG
171,등심1+,7.0,8.0,5.0,4.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(74).JPG
172,등심1++,8.0,8.0,5.0,4.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(75).JPG
173,등심1+,6.0,7.0,5.0,6.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(76).JPG
174,등심3,3.0,7.0,5.0,6.0,4.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(77).JPG
175,등심1++,10.0,8.0,6.0,5.0,10.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(78).JPG
176,등심1++,9.0,8.0,6.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(79).JPG
177,등심1,6.0,6.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(80).JPG
178,등심1++,9.0,6.0,6.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(81).JPG
179,등심1++,9.0,9.0,6.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(82).JPG
180,등심1++,9.0,6.0,6.0,5.0,9.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(83).JPG
181,등심1++,10.0,7.0,6.0,5.0,10.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(84).JPG
182,등심1+,7.0,8.0,5.0,6.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(85).JPG
183,등심1,7.0,8.0,5.0,6.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(86).JPG
184,등심2,6.0,8.0,5.0,6.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(87).JPG
185,등심1,6.0,8.0,5.0,6.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(88).JPG
186,등심1++,10.0,8.0,6.0,5.0,10.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(89).JPG
187,등심1,7.0,9.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(90).JPG
188,등심2,4.0,9.0,7.0,6.0,4.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(91).JPG
189,등심1+,5.0,9.0,7.0,6.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(92).JPG
190,등심1+,7.0,6.0,5.0,6.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(93).JPG
191,등심1,7.0,6.0,5.0,4.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(94).JPG
192,등심1,7.0,8.0,5.0,4.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(95).JPG
193,등심1++,8.0,7.0,5.0,5.0,8.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(96).JPG
194,등심1,6.0,6.0,5.0,6.0,7.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(97).JPG
195,등심1,6.0,8.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(98).JPG
196,등심2,5.0,8.0,6.0,5.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(99).JPG
197,등심2,5.0,7.0,6.0,5.0,5.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(100).JPG
198,등심2,6.0,8.0,6.0,5.0,6.0,dataset/meat_dataset/20240905/240905_개체사진/240905_(101).JPG
199,등심1,5.0,7.0,6.0,5.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(2).JPG
200,등심2,4.0,6.0,6.0,5.0,5.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(3).JPG
201,등심2,4.0,8.0,6.0,4.0,5.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(4).JPG
202,등심1+,6.0,8.0,5.0,5.0,7.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(5).JPG
203,등심1+,8.0,7.0,6.0,5.0,8.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(6).JPG
204,등심2,5.0,8.0,6.0,5.0,5.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(7).JPG
205,등심1,6.0,7.0,5.0,6.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(8).JPG
206,등심1,7.0,8.0,6.0,5.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(9).JPG
207,등심2,5.0,6.0,5.0,6.0,4.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(10).JPG
208,등심1,6.0,7.0,6.0,5.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(11).JPG
209,등심2,5.0,7.0,6.0,5.0,5.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(12).JPG
210,등심1,6.0,7.0,6.0,5.0,7.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(13).JPG
211,등심1,6.0,7.0,6.0,5.0,7.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(14).JPG
212,등심1,5.0,6.0,5.0,6.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(15).JPG
213,등심2,5.0,7.0,6.0,5.0,5.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(16).JPG
214,등심1+,8.0,7.0,6.0,5.0,8.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(17).JPG
215,등심1+,7.0,6.0,5.0,6.0,8.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(18).JPG
216,등심1,6.0,9.0,6.0,5.0,8.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(19).JPG
217,등심2,5.0,8.0,6.0,5.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(20).JPG
218,등심2,4.0,8.0,6.0,5.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(21).JPG
219,등심3,4.0,7.0,6.0,5.0,4.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(22).JPG
220,등심3,3.0,9.0,7.0,4.0,3.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(23).JPG
221,등심1,5.0,6.0,5.0,6.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(24).JPG
222,등심1+,6.0,6.0,5.0,5.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(25).JPG
223,등심1++,9.0,8.0,6.0,5.0,9.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(26).JPG
224,등심1++,9.0,8.0,6.0,5.0,10.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(27).JPG
225,등심1+,8.0,7.0,5.0,6.0,8.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(28).JPG
226,등심1,7.0,8.0,6.0,5.0,7.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(29).JPG
227,등심1,6.0,8.0,7.0,5.0,5.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(30).JPG
228,등심1,6.0,7.0,6.0,5.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(31).JPG
229,등심1++,8.0,8.0,7.0,6.0,8.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(32).JPG
230,등심1++,9.0,8.0,7.0,5.0,9.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(33).JPG
231,등심1++,7.0,8.0,6.0,5.0,8.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(34).JPG
232,등심2,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(35).JPG
233,등심1,5.0,6.0,5.0,5.0,5.0,dataset/meat_dataset/20240906/240906_개체사진/240906_(36).JPG
