No,grade,Marbling,Color,Texture,Surface_Moisture,Total,image_path
19,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000024.jpg
20,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000025.jpg
21,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000026.jpg
22,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000027.jpg
23,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000028.jpg
24,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000029.jpg
25,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000030.jpg
26,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000031.jpg
27,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000032.jpg
28,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000033.jpg
29,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000035.jpg
30,등심1++,8.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000038.jpg
31,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000039.jpg
32,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000040.jpg
33,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000041.jpg
34,등심1++,6.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000042.jpg
35,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000043.jpg
36,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000044.jpg
37,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000045.jpg
38,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000046.jpg
39,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000048.jpg
40,등심1++,8.0,6.0,6.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000049.jpg
41,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000050.jpg
42,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000051.jpg
43,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000053.jpg
44,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000054.jpg
45,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000055.jpg
46,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000057.jpg
47,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000058.jpg
48,등심1++,6.0,6.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000059.jpg
49,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000060.jpg
50,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000061.jpg
51,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000063.jpg
52,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000064.jpg
53,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000065.jpg
54,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000067.jpg
55,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000068.jpg
56,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000069.jpg
57,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000071.jpg
58,등심1++,2.0,4.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000072.jpg
59,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000073.jpg
60,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000074.jpg
61,등심1++,6.0,8.0,6.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000075.jpg
62,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000076.jpg
63,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000077.jpg
64,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000078.jpg
65,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000079.jpg
66,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000082.jpg
67,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000084.jpg
68,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000086.jpg
69,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000087.jpg
70,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000088.jpg
71,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000090.jpg
72,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000091.jpg
73,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000092.jpg
74,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000093.jpg
75,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000095.jpg
76,등심1++,6.0,10.0,6.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000096.jpg
77,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000098.jpg
78,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000102.jpg
79,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000103.jpg
80,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000104.jpg
81,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000105.jpg
82,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000106.jpg
83,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000107.jpg
84,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000108.jpg
85,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000110.jpg
86,등심1++,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000111.jpg
87,등심1++,6.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000112.jpg
88,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000114.jpg
89,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000115.jpg
90,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000116.jpg
91,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000117.jpg
92,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000118.jpg
93,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000119.jpg
94,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000120.jpg
95,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000121.jpg
96,등심1++,6.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000122.jpg
97,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000123.jpg
98,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000124.jpg
99,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000128.jpg
100,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000130.jpg
101,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000131.jpg
102,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000132.jpg
103,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000133.jpg
104,등심1++,8.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000134.jpg
105,등심1++,6.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000135.jpg
106,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000136.jpg
107,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000137.jpg
108,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000138.jpg
109,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000139.jpg
110,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000141.jpg
111,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000142.jpg
112,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000143.jpg
113,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000144.jpg
114,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000145.jpg
115,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000146.jpg
116,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000147.jpg
117,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000148.jpg
118,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000150.jpg
119,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000151.jpg
120,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000152.jpg
121,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000153.jpg
122,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000154.jpg
123,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000155.jpg
124,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000156.jpg
125,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000157.jpg
126,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000158.jpg
127,등심1++,8.0,8.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000161.jpg
128,등심1++,8.0,10.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000162.jpg
129,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000163.jpg
130,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000164.jpg
131,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000165.jpg
132,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000166.jpg
133,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000168.jpg
134,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000169.jpg
135,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000170.jpg
136,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000172.jpg
137,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000173.jpg
138,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000174.jpg
139,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000175.jpg
140,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000176.jpg
141,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000177.jpg
142,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000178.jpg
143,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000179.jpg
144,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000180.jpg
145,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000181.jpg
146,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000182.jpg
147,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000183.jpg
148,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000184.jpg
149,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000185.jpg
150,등심1++,6.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000187.jpg
151,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000188.jpg
152,등심1++,6.0,6.0,4.0,8.0,4.0,dataset/meat_dataset/등심1++/등심1++_000189.jpg
153,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000190.jpg
154,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000191.jpg
155,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000192.jpg
156,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000194.jpg
157,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000195.jpg
158,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000196.jpg
159,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000197.jpg
160,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000198.jpg
161,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000202.jpg
162,등심1++,8.0,6.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000203.jpg
163,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000204.jpg
164,등심1++,6.0,8.0,6.0,8.0,6.0,dataset/meat_dataset/등심1++/등심1++_000205.jpg
165,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000206.jpg
166,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000207.jpg
167,등심1++,8.0,6.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000208.jpg
168,등심1++,2.0,4.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000209.jpg
169,등심1++,10.0,4.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000213.jpg
170,등심1++,8.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000214.jpg
171,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000216.jpg
172,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000217.jpg
173,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000218.jpg
174,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000219.jpg
175,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000220.jpg
176,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000221.jpg
177,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000222.jpg
178,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000223.jpg
179,등심1++,10.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000225.jpg
180,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000226.jpg
181,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000227.jpg
182,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000228.jpg
183,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000229.jpg
184,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000230.jpg
185,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000232.jpg
186,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000233.jpg
187,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000234.jpg
188,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000235.jpg
189,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000236.jpg
190,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000237.jpg
191,등심1++,10.0,6.0,8.0,4.0,10.0,dataset/meat_dataset/등심1++/등심1++_000238.jpg
192,등심1++,4.0,6.0,4.0,8.0,4.0,dataset/meat_dataset/등심1++/등심1++_000239.jpg
193,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000240.jpg
194,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000241.jpg
195,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000242.jpg
196,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000243.jpg
197,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000244.jpg
198,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000247.jpg
199,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000248.jpg
200,등심1++,6.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000249.jpg
201,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000250.jpg
202,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000251.jpg
203,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000256.jpg
204,등심1++,4.0,6.0,6.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000257.jpg
205,등심1++,8.0,8.0,4.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000258.jpg
206,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000259.jpg
207,등심1++,6.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000261.jpg
208,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000262.jpg
209,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000263.jpg
210,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000266.jpg
211,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000267.jpg
212,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000268.jpg
213,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000269.jpg
214,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000270.jpg
215,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000272.jpg
216,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000273.jpg
217,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000274.jpg
218,등심1++,8.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000276.jpg
219,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000278.jpg
220,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000279.jpg
221,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000280.jpg
222,등심1++,8.0,4.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000281.jpg
223,등심1++,6.0,4.0,8.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000282.jpg
224,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000283.jpg
225,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000285.jpg
226,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000287.jpg
227,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000288.jpg
228,등심1++,8.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000289.jpg
229,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000290.jpg
230,등심1++,8.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000291.jpg
231,등심1++,4.0,6.0,4.0,4.0,4.0,dataset/meat_dataset/등심1++/등심1++_000292.jpg
232,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000293.jpg
233,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000294.jpg
234,등심1++,4.0,8.0,4.0,6.0,4.0,dataset/meat_dataset/등심1++/등심1++_000295.jpg
235,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000296.jpg
236,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000297.jpg
237,등심1++,2.0,6.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000298.jpg
238,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000299.jpg
239,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000300.jpg
240,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000301.jpg
241,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000302.jpg
242,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000303.jpg
243,등심1++,8.0,8.0,6.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000304.jpg
244,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000305.jpg
245,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000306.jpg
246,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000309.jpg
247,등심1++,2.0,8.0,2.0,8.0,2.0,dataset/meat_dataset/등심1++/등심1++_000310.jpg
248,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000311.jpg
249,등심1++,8.0,6.0,8.0,4.0,8.0,dataset/meat_dataset/등심1++/등심1++_000312.jpg
250,등심1++,8.0,8.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000313.jpg
251,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000315.jpg
252,등심1++,6.0,6.0,6.0,4.0,6.0,dataset/meat_dataset/등심1++/등심1++_000316.jpg
253,등심1++,6.0,8.0,6.0,6.0,6.0,dataset/meat_dataset/등심1++/등심1++_000317.jpg
